,Ticker,Mean Daily Return (%),Std Daily Return (%),Min Daily Return (%),Max Daily Return (%),Annualized Volatility (%),Outlier Count
0,TSLA,0.18025352725174495,3.60184132784311,-21.062824320390796,22.689989839624538,57.17745849232521,46
1,BND,0.007919461140270178,0.3347215951702808,-5.438476120577562,4.220065419672259,5.31354059558041,33
2,SPY,0.057269935651798956,1.1121391835415928,-10.942373836246311,10.501937798947614,17.654662217648834,39
