,Ticker,Start_Price,End_Price,Min_Price,Max_Price,Mean_Price,Total_Change
0,TSLA,14.620667457580566,411.8399963378906,9.57800006866455,489.8800048828125,148.77392287795894,2716.834440238627
1,BND,59.405372619628906,73.46500396728516,58.729209899902344,74.83294677734375,66.50305294264056,23.667272382381487
2,SPY,169.68777465820312,741.0,154.16163635253906,757.6182250976562,351.50553190807227,336.68437605041
