,Ticker,Start Price ($),End Price ($),Total Return (%),Min Price ($),Max Price ($),Mean Price ($),Std Dev ($)
0,TSLA,14.620667457580566,411.8399963378906,2716.834440238627,9.57800006866455,489.8800048828125,148.77392287795894,138.89595679806231
1,BND,59.405372619628906,73.46500396728516,23.667272382381487,58.729209899902344,74.83294677734375,66.50305294264056,4.713606842052663
2,SPY,169.68777465820312,741.0,336.68437605041,154.16163635253906,757.6182250976562,351.50553190807227,155.44393426313553
