Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-01-02,59.405372619628906,59.43412360871732,59.240055803293124,59.24724492148784,2218800
2015-01-05,59.577903747558594,59.599465629554665,59.44133784999248,59.47008885388499,5820100
2015-01-06,59.750362396240234,59.930051931818156,59.67848767874696,59.67848767874696,3887600
2015-01-07,59.78633117675781,59.858205928729916,59.69289454756328,59.75758017923055,2433400
2015-01-08,59.69291687011719,59.736040640688444,59.63541485355942,59.736040640688444,1873400
2015-01-09,59.79352951049805,59.86540427354515,59.6569636221235,59.664152743536086,1646100
2015-01-12,59.87257766723633,59.89413954211715,59.800697439378276,59.8366375533073,4397900
2015-01-13,59.930110931396484,59.99480207940974,59.822301490865804,59.87979803125056,2223400
2015-01-14,60.066650390625,60.17446526732634,60.05227763278795,60.1169632685933,2481200
2015-01-15,60.33260726928711,60.34698003051823,60.05229181388376,60.05229181388376,4214500
2015-01-16,60.152923583984375,60.26792213636673,60.07385968010528,60.239171127347575,3631300
2015-01-20,60.08818817138672,60.253504980522244,60.06662630143214,60.16006289913208,3029500
2015-01-21,59.97321319580078,60.23196670399242,59.966024075103135,60.224777583294774,2473900
2015-01-22,59.98760986328125,60.10979754538082,59.92292420229721,60.10979754538082,2157400
2015-01-23,60.18170166015625,60.21044719840965,60.09544859430586,60.117010489844276,6255000
2015-01-26,60.10980224609375,60.1960552845122,60.0738675928573,60.18168251995662,7810500
2015-01-27,60.14573669433594,60.29667538452094,60.10979656080379,60.27511349787944,1154100
2015-01-28,60.361351013183594,60.44040941598354,60.102597472605204,60.11697023210709,1394600
2015-01-29,60.296627044677734,60.354129018752026,60.203190449574564,60.33256714939668,1551300
2015-01-30,60.6273193359375,60.6273193359375,60.45481871483598,60.51950439136309,10474400
2015-02-02,60.55527877807617,60.62729870369359,60.432844355049745,60.461647929482226,6070500
2015-02-03,60.368045806884766,60.49048027702723,60.33203308283335,60.44726940398171,1237200
2015-02-04,60.38961410522461,60.39681774455887,60.180752522665806,60.245574287140464,2945700
2015-02-05,60.2599983215332,60.324820109942756,60.21678745910609,60.274405605521494,2128200
2015-02-06,59.87105941772461,60.079920991384995,59.856657634436516,60.05111193004219,2907700
2015-02-09,59.849483489990234,59.98632522511425,59.820674414449954,59.97191793995945,1384600
2015-02-10,59.74141311645508,59.80623486919194,59.705405915837574,59.77742581183843,1447900
2015-02-11,59.74141311645508,59.813438507221775,59.69820227780773,59.77742581183843,1904000
2015-02-12,59.770259857177734,59.849483441156536,59.748654424232484,59.770259857177734,4662900
2015-02-13,59.63337707519531,59.79902226167492,59.63337707519531,59.79902226167492,1883000
2015-02-17,59.395755767822266,59.63342653137426,59.374150333821106,59.6190192455271,5281500
2015-02-18,59.5614013671875,59.647828598361535,59.41015783371016,59.482177778970375,3813000
2015-02-19,59.51096725463867,59.640605311315454,59.489361827653845,59.590190816761584,1322700
2015-02-20,59.52532958984375,59.69097473483182,59.43890245239542,59.5973494570022,3145800
2015-02-23,59.647804260253906,59.69821875084238,59.597389769665426,59.63340247498606,3952700
2015-02-24,59.89268112182617,59.9358919742396,59.54697781821595,59.64780680369235,2542200
2015-02-25,59.95033264160156,59.964739931595126,59.83510179550893,59.88551632094405,4934600
2015-02-26,59.78468704223633,59.95033241313282,59.777483397267,59.87831244775299,2187500
2015-02-27,59.83506393432617,59.85666936087431,59.72703130681778,59.79905122690081,4094400
2015-03-02,59.64167785644531,59.89424283960797,59.62724242569103,59.86537748360313,2476100
2015-03-03,59.569496154785156,59.68495203247437,59.5550607291354,59.627221340878876,2648100
2015-03-04,59.569496154785156,59.648874479353516,59.54063080898741,59.60557370790601,1425400
2015-03-05,59.605587005615234,59.663317710090155,59.533426377773075,59.58393936781288,1340800
2015-03-06,59.25918197631836,59.39628544396319,59.194233592276035,59.39628544396319,1580000
2015-03-09,59.33136749267578,59.3890981904126,59.30250214380738,59.374662763227214,1982300
2015-03-10,59.562286376953125,59.56950409073956,59.48290804180984,59.497337963880206,3766100
2015-03-11,59.62724685668945,59.67054764666632,59.54065628774398,59.562303929980345,4829700
2015-03-12,59.6705436706543,59.81486494628298,59.64167831442781,59.80043502092162,8421500
2015-03-13,59.61280059814453,59.72825649360823,59.59115296183901,59.61280059814454,2114500
2015-03-16,59.72822570800781,59.80039179916665,59.656065122348764,59.76430875358723,1203700
2015-03-17,59.778770446777344,59.77877044677735,59.706609822757876,59.735475173466206,1471300
2015-03-18,60.14683532714844,60.14683532714843,59.728295731941095,59.84375720875949,5534300
2015-03-19,59.966373443603516,60.12513006936736,59.93029589579416,60.11070015134381,1208100
2015-03-20,60.12517547607422,60.132393193287314,60.00250181097718,60.00250181097718,1011200
2015-03-23,60.15404510498047,60.16126282270538,60.05301907885379,60.15404510498047,1572700
2015-03-24,60.25503921508789,60.29112227909437,60.13236560627001,60.19009630647934,2300500
2015-03-25,60.161190032958984,60.32715880128571,60.146754614974746,60.32715880128571,1559900
2015-03-26,59.966373443603516,60.08183480979575,59.9086427605074,60.0746170980335,2342500
2015-03-27,60.02413558959961,60.10351394408934,59.9880525173756,60.0241355895996,6542300
2015-03-30,60.09627151489258,60.12513685970059,60.04575853785394,60.11070694004737,1634800
2015-03-31,60.161190032958984,60.2117029849061,60.06737633255802,60.110677081011865,1996000
2015-04-01,60.40061569213867,60.42954731546877,60.28488919881829,60.2993577695548,3132700
2015-04-02,60.32105255126953,60.42954475462404,60.29935521422717,60.422310469562355,791200
2015-04-06,60.371665954589844,60.47292384679178,60.313802725291225,60.46568956359414,1768800
2015-04-07,60.40787887573242,60.42234745471215,60.27046048430132,60.32108947443826,977400
2015-04-08,60.364471435546875,60.42233470296201,60.27767653442416,60.407866127035774,3470700
2015-04-09,60.23426818847656,60.37892632422197,60.1764049341784,60.37892632422197,1025400
2015-04-10,60.20536422729492,60.30662220977562,60.17643258685098,60.28492485897921,4290100
2015-04-13,60.219791412353516,60.28488341999942,60.176391222447194,60.24872303291027,6046400
2015-04-14,60.328304290771484,60.45848835069108,60.32107000361675,60.41509366405121,1398100
2015-04-15,60.386192321777344,60.451289902532736,60.364494967574565,60.42959254832996,1022400
2015-04-16,60.371665954589844,60.43675794894483,60.306568442093585,60.400597569239146,1289900
2015-04-17,60.472938537597656,60.50910444423045,60.32105166239657,60.357212050886766,1693900
2015-04-20,60.40787887573242,60.458507865869365,60.33555253527194,60.429581744202025,2463600
2015-04-21,60.33552551269531,60.40785182076289,60.29213083148349,60.37892571205074,1788000
2015-04-22,60.11130142211914,60.32105154025094,60.11130142211915,60.313817255310504,1501300
2015-04-23,60.227020263671875,60.29935207423678,60.13299663533686,60.16916254061931,5518000
2015-04-24,60.32105255126953,60.37891579547763,60.270423592123116,60.30658398114616,1597900
2015-04-27,60.27766418457031,60.34999601309214,60.23426950197223,60.34999601309214,1591400
2015-04-28,60.089637756347656,60.24152471635022,60.075169178359396,60.22705613836197,1217700
2015-04-29,59.901588439941406,59.973914779756626,59.82926210012619,59.90882272936673,1905200
2015-04-30,59.9666633605957,59.96666336059571,59.720747276325,59.80754216221065,4229900
2015-05-01,59.784751892089844,59.87895617745041,59.72677747244721,59.82822994244935,7173200
2015-05-04,59.69779586791992,59.857222772533994,59.68330502602113,59.83548374531307,1190000
2015-05-05,59.6036376953125,59.726829297387674,59.52392418132274,59.726829297387674,4175700
2015-05-06,59.436973571777344,59.567413389133144,59.3862472832918,59.567413389133144,3938900
2015-05-07,59.56015396118164,59.60363204514552,59.480440454748376,59.49493130648659,3602900
2015-05-08,59.71952819824219,59.82098065700103,59.67604462395672,59.77025442762161,1735900
2015-05-11,59.40793991088867,59.65432294558295,59.36445632396042,59.603596701454954,929200
2015-05-12,59.335506439208984,59.44420718179856,59.24130207763105,59.31376739644095,2139600
2015-05-13,59.306488037109375,59.53838578142513,59.27750634781643,59.50215037668916,2372000
2015-05-14,59.422447204589844,59.46592527480864,59.34998191130936,59.38621179357586,1485300
2015-05-15,59.66160583496094,59.690593066858824,59.52391786563329,59.538414245956815,1402700
2015-05-18,59.44416427612305,59.61083936495739,59.43691609084883,59.61083936495739,3747700
2015-05-19,59.31373596191406,59.400697615648504,59.24851886817311,59.277506086084585,4856500
2015-05-20,59.31373596191406,59.393449428984006,59.2630097127556,59.33547499316104,4097400
2015-05-21,59.502132415771484,59.53836780956968,59.386183578613156,59.42241897241135,2314100
2015-05-22,59.4659309387207,59.487669975900666,59.35723575282089,59.4659309387207,816600
2015-05-26,59.61086654663086,59.647096432031354,59.44419138179511,59.46593041878499,1178300
2015-05-27,59.639854431152344,59.668836128293776,59.52390552759456,59.625358053833615,2564500
2015-05-28,59.647125244140625,59.697851531202645,59.603647149159066,59.66162162830156,1073300
2015-05-29,59.668853759765625,59.75581546313017,59.632623863259305,59.726828228675316,2494300
2015-06-01,59.469852447509766,59.68043011948459,59.44080667828076,59.68043011948459,1362800
2015-06-02,59.3028678894043,59.419051019667926,59.2520391548931,59.397268067722635,1510000
2015-06-03,59.04146194458008,59.20121098024503,58.97611308812621,59.19394814955573,1390000
2015-06-04,59.186702728271484,59.25931442997644,59.10682819442072,59.12134831879462,1111300
2015-06-05,58.95426559448242,59.07044305874031,58.88891126966003,59.012351556656085,4115300
2015-06-08,59.0269775390625,59.06328063464199,58.98341160839912,59.01245186889473,4954500
2015-06-09,58.8526496887207,58.96156440695463,58.82360391722017,58.96156440695463,2883300
2015-06-10,58.729209899902344,58.816347223491746,58.69290683667637,58.75825567443214,1222800
2015-06-11,59.00516128540039,59.01241857647003,58.772800553084295,58.81636645916955,1815900
2015-06-12,58.961585998535156,59.12133503033054,58.90349997417759,58.93980304691151,1785100
2015-06-15,58.968841552734375,59.12859056481793,58.95432143341578,59.09228195664774,2082900
2015-06-16,59.12131118774414,59.12131118774414,58.98335070312592,59.06321964689739,2250700
2015-06-17,59.14316177368164,59.15768744546373,58.88901791670103,59.09233300228552,865700
2015-06-18,59.09954833984375,59.13585695019713,58.96158226840027,59.08502821965208,1210300
2015-06-19,59.266563415527344,59.288346366957846,59.186688900337856,59.215734682217345,1176700
2015-06-22,58.98336410522461,59.17215334600153,58.9688384467553,59.12132462118997,1020000
2015-06-23,58.84541320800781,58.983379299428954,58.81636742350247,58.84541320800781,1096000
2015-06-24,58.95426559448242,58.98331134552453,58.87439116409425,58.92521984344031,6836900
2015-06-25,58.87443923950195,58.961571023867386,58.84539346474178,58.932530789022294,2894500
2015-06-26,58.765525817871094,58.8018344255316,58.70743426158055,58.772788647386335,963000
2015-06-29,59.06325149536133,59.106822944448396,58.8744621956806,58.95433672243677,2168400
2015-06-30,59.00516128540039,59.164910327602115,58.99063562342741,59.00516128540039,1547800
2015-07-01,58.86180114746094,58.95638547794401,58.81087026934707,58.83997442127634,5399300
2015-07-02,59.00733184814453,59.06554016728537,58.978227688574115,58.978227688574115,1060100
2015-07-06,59.2110710144043,59.254730040788175,59.09465989650267,59.254730040788175,2210700
2015-07-07,59.26931381225586,59.494864300689734,59.26931381225586,59.43666148342184,4183200
2015-07-08,59.436649322509766,59.48758024660827,59.34205935557369,59.40026771198752,1967800
2015-07-09,59.240135192871094,59.35655178324052,59.21103104527873,59.341996933920065,1670900
2015-07-10,58.963687896728516,59.051000389525605,58.89820213936777,58.9491330390698,2038300
2015-07-13,58.825443267822266,58.94185992243818,58.81816583914586,58.83272069649866,2846500
2015-07-14,58.9345703125,58.98550120060459,58.9054661548616,58.9345703125,1567700
2015-07-15,59.101951599121094,59.12377834205801,58.920054673241935,58.94188141617885,2631000
2015-07-16,59.101951599121094,59.13832765366474,58.970985590445956,58.985534902052684,1063100
2015-07-17,59.10920715332031,59.16741548577727,59.08010298709184,59.11648458264046,807900
2015-07-20,59.02913284301758,59.094618561261576,58.99275682270284,59.072791838863054,1026900
2015-07-21,59.138301849365234,59.17468343908785,59.00733589783554,59.021890754145076,1422900
2015-07-22,59.16010284423828,59.24741529095516,59.15283097029848,59.16738026922689,1624100
2015-07-23,59.298343658447266,59.32744780612325,59.14555104643476,59.18920449242445,1178400
2015-07-24,59.33476638793945,59.378419864209064,59.29838479034649,59.36386500475091,804300
2015-07-27,59.45119094848633,59.45846837986062,59.37843328790449,59.436641636791435,2022800
2015-07-28,59.34931564331055,59.407523978986305,59.342038213587976,59.378419811148426,1434700
2015-07-29,59.298343658447266,59.35655195379924,59.25469021245757,59.3492745291181,1020500
2015-07-30,59.32023620605469,59.35661781878262,59.254755964410094,59.28386014438149,788000
2015-07-31,59.52393341064453,59.53848826967677,59.458453198156235,59.50210667314843,1589100
2015-08-03,59.661685943603516,59.67626535716649,59.5231564833317,59.566900286559196,2085800
2015-08-04,59.45759582519531,59.62528426784148,59.44301083559078,59.610704840780656,1007300
