Date,Date,Actual_Price,SARIMA_Forecast,Actual_Return,SARIMA_Forecast_Return
2024-03-11,2024-03-11,177.77000427246094,178.6294998917324,0.013858834181150304,
2024-03-12,2024-03-12,177.5399932861328,179.01899561129937,-0.0012938683737420131,
2024-03-13,2024-03-13,169.47999572753906,179.2335591976352,-0.04539820808488959,
2024-03-14,2024-03-14,162.5,179.36047692028356,-0.04118477639544138,
2024-03-15,2024-03-15,163.57000732421875,179.29515289993594,0.006584660456730784,
2024-03-18,2024-03-18,173.8000030517578,179.295779656738,0.06254200201423088,
2024-03-19,2024-03-19,171.32000732421875,179.28386651650035,-0.014269250195585559,
2024-03-20,2024-03-20,175.66000366210938,179.27731857495965,0.025332688257929448,
2024-03-21,2024-03-21,172.82000732421875,179.27345014293644,-0.016167575308454918,
2024-03-22,2024-03-22,170.8300018310547,179.27543975686302,-0.01151490226146512,
2024-03-25,2024-03-25,172.6300048828125,179.27542066017804,0.010536808713131895,
2024-03-26,2024-03-26,177.6699981689453,179.275783640948,0.029195349264770964,
2024-03-27,2024-03-27,179.8300018310547,179.2759831634551,0.012157391142962881,
2024-03-28,2024-03-28,175.7899932861328,179.27610104299035,-0.022465709302040393,
2024-04-01,2024-04-01,175.22000122070312,179.27604041377967,-0.003242460249155976,
2024-04-02,2024-04-02,166.6300048828125,179.27604099570348,-0.049024062767074494,
2024-04-03,2024-04-03,168.3800048828125,179.2760299347695,0.01050231020055925,
2024-04-04,2024-04-04,171.11000061035156,179.27602385483124,0.016213301154368365,
2024-04-05,2024-04-05,164.89999389648438,179.2760202627579,-0.036292482565110196,
2024-04-08,2024-04-08,172.97999572753906,179.2760221102747,0.04899940648952894,
2024-04-09,2024-04-09,176.8800048828125,179.2760220925421,0.02254601255405486,
2024-04-10,2024-04-10,171.75999450683594,179.2760224295953,-0.028946236061948905,
2024-04-11,2024-04-11,174.60000610351562,179.27602261486558,0.01653476762638495,
2024-04-12,2024-04-12,171.0500030517578,179.2760227243247,-0.020332204625772565,
2024-04-15,2024-04-15,161.47999572753906,179.27602266802643,-0.05594859487563397,
2024-04-16,2024-04-16,157.11000061035156,179.27602266856678,-0.027062145360474688,
2024-04-17,2024-04-17,155.4499969482422,179.27602265829597,-0.010565868854054306,
2024-04-18,2024-04-18,149.92999267578125,179.27602265265034,-0.03550983840996058,
2024-04-19,2024-04-19,147.0500030517578,179.27602264931485,-0.0192088959161848,
2024-04-22,2024-04-22,142.0500030517578,179.2760226510304,-0.03400203941675628,
2024-04-23,2024-04-23,144.67999267578125,179.27602265101393,0.018514534090260826,
2024-04-24,2024-04-24,162.1300048828125,179.27602265132688,0.12061109407252757,
2024-04-25,2024-04-25,170.17999267578125,179.27602265149892,0.04965143743002587,
2024-04-26,2024-04-26,168.2899932861328,179.27602265160056,-0.011105884774887609,
2024-04-29,2024-04-29,194.0500030517578,179.2760226515483,0.1530691710339953,
2024-04-30,2024-04-30,183.27999877929688,179.2760226515488,-0.05550118063944742,
2024-05-01,2024-05-01,179.99000549316406,179.27602265153928,-0.017950640048260635,
2024-05-02,2024-05-02,180.00999450683594,179.27602265153405,0.0001110562423569661,
2024-05-03,2024-05-03,181.19000244140625,179.27602265153095,0.006555235656792835,
2024-05-06,2024-05-06,184.75999450683597,179.27602265153254,0.01970303006416807,
2024-05-07,2024-05-07,177.80999755859375,179.27602265153251,-0.03761635178001199,
2024-05-08,2024-05-08,174.72000122070312,179.2760226515328,-0.017378079862311324,
2024-05-09,2024-05-09,171.97000122070312,179.27602265153297,-0.01573946875450305,
2024-05-10,2024-05-10,168.47000122070312,179.27602265153305,-0.02035238689978358,
2024-05-13,2024-05-13,171.88999938964844,179.27602265153303,0.020300339194899042,
2024-05-14,2024-05-14,177.5500030517578,179.27602265153303,0.03292805679333921,
2024-05-15,2024-05-15,173.99000549316406,179.27602265153303,-0.02005067585133169,
2024-05-16,2024-05-16,174.83999633789062,179.27602265153303,0.004885285464054867,
2024-05-17,2024-05-17,177.4600067138672,179.27602265153303,0.014985188920464187,
2024-05-20,2024-05-20,174.9499969482422,179.27602265153303,-0.014144086952910362,
2024-05-21,2024-05-21,186.6000061035156,179.27602265153303,0.0665905079079252,
2024-05-22,2024-05-22,180.11000061035156,179.27602265153303,-0.03478030697149992,
2024-05-23,2024-05-23,173.74000549316406,179.27602265153303,-0.03536724832380789,
2024-05-24,2024-05-24,179.24000549316406,179.27602265153303,0.03165649721483632,
2024-05-28,2024-05-28,176.75,179.27602265153303,-0.01389201861667555,
2024-05-29,2024-05-29,176.19000244140625,179.27602265153303,-0.0031683030189180172,
2024-05-30,2024-05-30,178.7899932861328,179.27602265153303,0.014756744473008343,
2024-05-31,2024-05-31,178.0800018310547,179.27602265153303,-0.003971091681523098,
2024-06-03,2024-06-03,176.2899932861328,179.27602265153303,-0.0100517100545634,
2024-06-04,2024-06-04,174.77000427246094,179.27602265153303,-0.008622094682395387,
2024-06-05,2024-06-05,175.0,179.27602265153303,0.0013159908560766986,
2024-06-06,2024-06-06,177.94000244140625,179.27602265153303,0.01680001395089281,
2024-06-07,2024-06-07,177.47999572753906,179.27602265153303,-0.0025851787543875737,
2024-06-10,2024-06-10,173.7899932861328,179.27602265153303,-0.020791089307163446,
2024-06-11,2024-06-11,170.66000366210938,179.27602265153303,-0.018010183238054034,
2024-06-12,2024-06-12,177.2899932861328,179.27602265153303,0.03884911216309472,
2024-06-13,2024-06-13,182.47000122070312,179.27602265153303,0.029217711832219218,
2024-06-14,2024-06-14,178.00999450683594,179.27602265153303,-0.024442410719736185,
2024-06-17,2024-06-17,187.44000244140625,179.27602265153303,0.052974598199923895,
2024-06-18,2024-06-18,184.8600006103516,179.27602265153303,-0.013764414198944364,
2024-06-20,2024-06-20,181.57000732421875,179.27602265153303,-0.017797215597047944,
2024-06-21,2024-06-21,183.00999450683597,179.27602265153303,0.007930754665036233,
2024-06-24,2024-06-24,182.5800018310547,179.27602265153303,-0.0023495584322593688,
2024-06-25,2024-06-25,187.3500061035156,179.27602265153303,0.026125557150967094,
2024-06-26,2024-06-26,196.3699951171875,179.27602265153303,0.0481451226037759,
2024-06-27,2024-06-27,197.4199981689453,179.27602265153303,0.0053470646120412635,
2024-06-28,2024-06-28,197.8800048828125,179.27602265153303,0.002330091774560339,
2024-07-01,2024-07-01,209.8600006103516,179.27602265153303,0.06054171938510833,
2024-07-02,2024-07-02,231.25999450683597,179.27602265153303,0.10197271435359356,
2024-07-03,2024-07-03,246.38999938964844,179.27602265153303,0.06542422054051045,
2024-07-05,2024-07-05,251.5200042724609,179.27602265153303,0.02082067005771493,
2024-07-08,2024-07-08,252.94000244140625,179.27602265153303,0.005645666924397386,
2024-07-09,2024-07-09,262.3299865722656,179.27602265153303,0.03712336538398886,
2024-07-10,2024-07-10,263.260009765625,179.27602265153303,0.003545241645880992,
2024-07-11,2024-07-11,241.02999877929688,179.27602265153303,-0.08444127539962887,
2024-07-12,2024-07-12,248.22999572753903,179.27602265153303,0.029871787680814554,
2024-07-15,2024-07-15,252.63999938964844,179.27602265153303,0.01776579679334911,
2024-07-16,2024-07-16,256.5599975585937,179.27602265153303,0.015516142251486453,
2024-07-17,2024-07-17,248.5,179.27602265153303,-0.03141564404151875,
2024-07-18,2024-07-18,249.22999572753903,179.27602265153303,0.002937608561525362,
2024-07-19,2024-07-19,239.1999969482422,179.27602265153303,-0.0402439471622098,
2024-07-22,2024-07-22,251.50999450683597,179.27602265153303,0.05146320115237035,
2024-07-23,2024-07-23,246.3800048828125,179.27602265153303,-0.020396762498772314,
2024-07-24,2024-07-24,215.9900054931641,179.27602265153303,-0.12334604589403686,
2024-07-25,2024-07-25,220.25,179.27602265153303,0.01972310939623889,
2024-07-26,2024-07-26,219.8000030517578,179.27602265153303,-0.0020431189477511102,
2024-07-29,2024-07-29,232.1000061035156,179.27602265153303,0.055959976710561854,
2024-07-30,2024-07-30,222.6199951171875,179.27602265153303,-0.04084450985365362,
2024-07-31,2024-07-31,232.07000732421875,179.27602265153303,0.04244907202543402,
2024-08-01,2024-08-01,216.8600006103516,179.27602265153303,-0.06554059651757438,
2024-08-02,2024-08-02,207.6699981689453,179.27602265153303,-0.04237758192170549,
2024-08-05,2024-08-05,198.8800048828125,179.27602265153303,-0.04232673647438423,
2024-08-06,2024-08-06,200.63999938964844,179.27602265153303,0.008849529684359148,
